A településrészek részletes adatai,,,,,,,,,,
,,,,,,,,,,
Helység KSH kód,Helység hivatalos megnevezése,Vármegye megnevezése,Településrész megnevezése,Településrész jelleg kód,Postai irányító-szám,A külterület települési jellege,A településrész távolsága a központi belterülettől,A népszámlálási lakónépesség,A lakások száma,Lakott egyéb lakóegységek száma
13550,Nyírtelek,Szabolcs-Szatmár-Bereg,Veres Péter-lakótelep,02,4461,Lh.,2.0,51,22,0
09256,Nyírtét,Szabolcs-Szatmár-Bereg,Csárdakert,02,4554,Kt.,2.8,,,
09256,Nyírtét,Szabolcs-Szatmár-Bereg,Központi belterület,00,4554,,,918,361,0
12098,Nyírtura,Szabolcs-Szatmár-Bereg,Erdészház,02,4532,Mgl.,2.0,,,
12098,Nyírtura,Szabolcs-Szatmár-Bereg,Ipartelep,02,4532,Ipt.,1.5,,1,0
12098,Nyírtura,Szabolcs-Szatmár-Bereg,Központi belterület,00,4532,,,"1,646",631,0
12098,Nyírtura,Szabolcs-Szatmár-Bereg,Libabokor,01,4501,,5.0,120,55,0
12098,Nyírtura,Szabolcs-Szatmár-Bereg,Szőlőskertek,02,4532,Üd.,3.0,39,15,0
16522,Nyírvasvári,Szabolcs-Szatmár-Bereg,Kereknád,02,4341,Lh.,2.5,3,1,0
16522,Nyírvasvári,Szabolcs-Szatmár-Bereg,Központi belterület,00,4341,,,"1,807",715,0
16522,Nyírvasvári,Szabolcs-Szatmár-Bereg,Máriamajor,02,4341,Lh.,3.5,14,16,0
04215,Nyomár,Borsod-Abaúj-Zemplén,Kakastanya,02,3795,Mgl.,0.6,2,1,0
04215,Nyomár,Borsod-Abaúj-Zemplén,Kökényvölgytanya,02,3795,Mgl.,1.5,,2,0
04215,Nyomár,Borsod-Abaúj-Zemplén,Központi belterület,00,3795,,,278,128,0
22318,Nyőgér,Vas,Központi belterület,00,9682,,,326,169,0
26329,Nyugotszenterzsébet,Baranya,Központi belterület,00,7912,,,182,67,0
26329,Nyugotszenterzsébet,Baranya,Puszta,02,7912,Kt.,0.5,,,
26329,Nyugotszenterzsébet,Baranya,Szőlőhegy,02,7912,Mgl.,0.7,26,14,0
12955,Nyúl,Győr-Moson-Sopron,Kétútköz,02,9082,Lh.,1.0,,,
12955,Nyúl,Győr-Moson-Sopron,Központi belterület,00,9082,,,"4,427","1,683",0
12955,Nyúl,Győr-Moson-Sopron,Nyúlhegy,02,9082,Lh.,3.5,167,74,0
12955,Nyúl,Győr-Moson-Sopron,Újmajor,02,9082,Lh.,2.9,,,
12645,Óbánya,Baranya,Imhofftanya,02,7695,Lh.,1.5,2,2,0
12645,Óbánya,Baranya,Központi belterület,00,7695,,,98,68,0
12645,Óbánya,Baranya,Krémertanya,02,7695,Kt.,1.2,,,
34306,Óbarok,Fejér,Kovácstanya,02,2063,Mgl.,3.5,,,
34306,Óbarok,Fejér,Központi belterület,00,2063,,,580,230,0
34306,Óbarok,Fejér,Nagyegyháza,01,2063,,5.0,280,138,0
34306,Óbarok,Fejér,Nagyegyháza halászház,02,2063,Mgl.,0.0,,,
34306,Óbarok,Fejér,Nagyegyháza üdülőterület,02,2063,Üd.,2.0,11,6,0
23913,Óbudavár,Veszprém,Irtásdűlő,02,8272,Mgl.,1.0,9,5,0
23913,Óbudavár,Veszprém,Központi belterület,00,8272,,,48,18,0
04075,Ócsa,Pest,Alsópakony,01,2364,,5.5,407,128,0
04075,Ócsa,Pest,Babád,01,2364,,5.5,100,40,0
04075,Ócsa,Pest,Cirják,02,2364,Mgl.,7.0,2,1,0
04075,Ócsa,Pest,Égetőhegy,02,2364,Mgl.,1.0,6,3,0
04075,Ócsa,Pest,Felsőbabád,02,2364,Mgl.,5.5,49,21,0
04075,Ócsa,Pest,Felsőbabádi állami gazdaság,02,2364,Mgl.,5.5,29,15,0
04075,Ócsa,Pest,Központi belterület,00,2364,,,"9,118","3,345",0
04075,Ócsa,Pest,Öregszőlők,02,2364,Mgl.,2.0,,,
04075,Ócsa,Pest,Székes,02,2364,Mgl.,4.0,115,3,0
04075,Ócsa,Pest,Újerdő,02,2364,Mgl.,6.0,44,19,0
03780,Ócsárd,Baranya,Központi belterület,00,7814,,,349,145,0
19646,Ófalu,Baranya,Aranyvölgy,02,7695,Lh.,2.3,,,
19646,Ófalu,Baranya,Karolinmajor,02,7695,Lh.,1.8,4,3,0
19646,Ófalu,Baranya,Központi belterület,00,7695,,,340,152,0
19646,Ófalu,Baranya,Meszesoldal,02,7695,Lh.,0.3,1,1,0
22284,Ófehértó,Szabolcs-Szatmár-Bereg,Erdészlak,02,4558,Őh.,0.1,,2,0
22284,Ófehértó,Szabolcs-Szatmár-Bereg,Központi belterület,00,4558,,,"2,326",919,0
22284,Ófehértó,Szabolcs-Szatmár-Bereg,Ligettanya,02,4558,Mgl.,3.0,91,44,0
22284,Ófehértó,Szabolcs-Szatmár-Bereg,Vasúti őrház,02,4558,Forg.,4.0,,,
07755,Óföldeák,Csongrád-Csanád,Ebástadűlő,02,6923,Lh.,2.0,4,5,0
07755,Óföldeák,Csongrád-Csanád,Gencshát,02,6923,Lh.,3.0,,4,0
07755,Óföldeák,Csongrád-Csanád,Kéthalomdűlő,02,6923,Mgl.,2.0,,,
07755,Óföldeák,Csongrád-Csanád,Kissíkdűlő,02,6923,Mgl.,1.5,,,
07755,Óföldeák,Csongrád-Csanád,Központi belterület,00,6923,,,461,175,0
27775,Óhíd,Zala,Barátokiszőlőhegy,02,8342,Lh.,2.8,,2,0
27775,Óhíd,Zala,Központi belterület,00,8342,,,489,239,0
27775,Óhíd,Zala,Külterület,02,8342,Kt.,2.0,,,
19257,Okány,Békés,Balázspuszta,02,5534,Mgl.,1.0,3,3,0
19257,Okány,Békés,Gabonás,02,5534,Mgl.,4.0,,,
19257,Okány,Békés,Kerekitelep,02,5534,Mgl.,3.0,,1,0
19257,Okány,Békés,Központi belterület,00,5534,,,"2,182","1,138",0
20686,Okorág,Baranya,Központi belterület,00,7957,,,139,66,0
20686,Okorág,Baranya,Mónosokor,01,7957,,2.0,1,1,0
08341,Okorvölgy,Baranya,Központi belterület,00,7681,,,76,34,0
08341,Okorvölgy,Baranya,Szabadságmajor,01,7681,,1.7,,,
18555,Olasz,Baranya,Központi belterület,00,7745,,,582,249,0
19743,Olaszfa,Vas,Központi belterület,00,9824,,,392,245,0
26514,Olaszfalu,Veszprém,Alsópere,01,8414,,5.5,,1,0
26514,Olaszfalu,Veszprém,Felsőpere,01,8414,,4.5,29,23,0
26514,Olaszfalu,Veszprém,Központi belterület,00,8414,,,972,383,0
31778,Olaszliszka,Borsod-Abaúj-Zemplén,Központi belterület,00,3933,,,"1,533",685,0
31778,Olaszliszka,Borsod-Abaúj-Zemplén,Szepesitanya,02,3933,Mgl.,3.0,3,2,0
11129,Olcsva,Szabolcs-Szatmár-Bereg,Központi belterület,00,4826,,,697,254,0
10834,Olcsvaapáti,Szabolcs-Szatmár-Bereg,Gátőrház,02,4914,Őh.,2.0,4,1,0
10834,Olcsvaapáti,Szabolcs-Szatmár-Bereg,Központi belterület,00,4914,,,263,150,0
10834,Olcsvaapáti,Szabolcs-Szatmár-Bereg,Turul tanya,02,4914,Üd.,0.6,1,1,0
21704,Old,Baranya,Dankó Pista utca,02,7824,Lh.,0.5,14,4,0
21704,Old,Baranya,Eperjespuszta,02,7824,Lh.,3.5,8,8,0
21704,Old,Baranya,Központi belterület,00,7824,,,278,105,1
21704,Old,Baranya,Külterület,02,7825,Ki.,0.1,2,2,0
21704,Old,Baranya,Tótokföldje,02,7824,Lh.,4.0,10,8,0
22044,Ólmod,Vas,Kocsistanya,02,9733,Lh.,1.0,1,1,0
22044,Ólmod,Vas,Központi belterület,00,9733,,,107,55,0
22044,Ólmod,Vas,Külterület,02,9733,Üszl.,2.0,3,1,0
25478,Oltárc,Zala,Központi belterület,00,8886,,,232,117,0
25478,Oltárc,Zala,Márki erdészlak,02,8886,Őh.,2.0,,2,0
25478,Oltárc,Zala,Szarvasrét,02,8886,Mgl.,0.5,1,1,0
22558,Onga,Borsod-Abaúj-Zemplén,Heileintanya,02,3562,Mgl.,3.0,,1,0
22558,Onga,Borsod-Abaúj-Zemplén,Központi belterület,00,3562,,,"4,484","1,425",1
22558,Onga,Borsod-Abaúj-Zemplén,Ócsanálos,02,3562,Mgl.,8.5,218,94,0
22558,Onga,Borsod-Abaúj-Zemplén,Ongaújfalu,02,3562,Mgl.,3.5,91,52,0
22558,Onga,Borsod-Abaúj-Zemplén,Ongaújfalu vasútállomás,02,3562,Forg.,4.2,,,
22628,Ónod,Borsod-Abaúj-Zemplén,Központi belterület,00,3551,,,"2,238",795,0
22628,Ónod,Borsod-Abaúj-Zemplén,Külterület,02,3551,Lh.,1.5,,,
27924,Ópályi,Szabolcs-Szatmár-Bereg,Központi belterület,00,4821,,,"2,894",913,12
27924,Ópályi,Szabolcs-Szatmár-Bereg,Vasúti őrház,02,4821,Forg.,3.0,,,
12797,Ópusztaszer,Csongrád-Csanád,Csajhát,02,6767,Lh.,2.8,22,11,0
12797,Ópusztaszer,Csongrád-Csanád,Erzsébettelep,02,6767,Lh.,7.9,38,20,0
12797,Ópusztaszer,Csongrád-Csanád,Farkastanya,02,6767,Lh.,3.5,6,1,0
12797,Ópusztaszer,Csongrád-Csanád,Hantháza,02,6767,Lh.,4.6,56,33,0
12797,Ópusztaszer,Csongrád-Csanád,Heffnertelep,02,6767,Lh.,3.4,60,38,0
12797,Ópusztaszer,Csongrád-Csanád,Karakástelep,02,6767,Lh.,7.5,108,83,0
12797,Ópusztaszer,Csongrád-Csanád,Kiszer,02,6767,Lh.,7.9,88,54,0
12797,Ópusztaszer,Csongrád-Csanád,Központi belterület,00,6767,,,"1,281",444,0
12797,Ópusztaszer,Csongrád-Csanád,Külterület,02,6767,Ki.,2.0,2,2,0
12797,Ópusztaszer,Csongrád-Csanád,Pitricsom,02,6767,Lh.,7.5,83,62,0
12797,Ópusztaszer,Csongrád-Csanád,Rontószél,02,6767,Lh.,2.8,44,22,0
12797,Ópusztaszer,Csongrád-Csanád,Sándormajor,02,6767,Lh.,1.1,6,1,0
12797,Ópusztaszer,Csongrád-Csanád,Székelytelep,02,6767,Lh.,2.8,144,81,0
12797,Ópusztaszer,Csongrád-Csanád,Testhalom,02,6767,Lh.,2.5,14,10,0
12797,Ópusztaszer,Csongrád-Csanád,Zöldhalom,02,6767,Lh.,3.4,12,4,0
20835,Orbányosfa,Zala,Forintosháza,02,8935,Lh.,1.5,3,1,0
20835,Orbányosfa,Zala,Központi belterület,00,8935,,,89,57,0
24536,Orci,Somogy,Központi belterület,00,7400,,,507,185,0
24536,Orci,Somogy,Szőlőhegy,02,7400,Mgl.,1.0,15,12,0
16823,Ordacsehi,Somogy,Központi belterület,00,8635,,,782,414,1
16823,Ordacsehi,Somogy,Petőfi utca vége,02,8635,Kt.,1.0,,,
16276,Ordas,Bács-Kiskun,Ady utca külterülete,02,6335,Lh.,0.2,1,1,0
16276,Ordas,Bács-Kiskun,Központi belterület,00,6335,,,416,247,0
16276,Ordas,Bács-Kiskun,Nyárjas utca külterülete,02,6335,Lh.,0.1,1,1,0
16276,Ordas,Bács-Kiskun,Rákóczi utca külterülete,02,6335,Lh.,0.2,3,2,0
16276,Ordas,Bács-Kiskun,Zádorpuszta,02,6335,Mgl.,7.0,,,
16276,Ordas,Bács-Kiskun,Zrínyi utca külterülete,02,6335,Lh.,0.1,,1,0
17093,Orfalu,Vas,Központi belterület,00,9982,,,63,37,0
11730,Orfű,Baranya,Bános,01,7677,,2.5,112,59,0
11730,Orfű,Baranya,Központi belterület,00,7677,,,892,548,0
11730,Orfű,Baranya,Lipóctanya,02,7677,Lh.,4.0,3,2,0
11730,Orfű,Baranya,Mecsekszakál üdülőterület,02,7677,Üd.,3.0,16,9,0
11730,Orfű,Baranya,Öreghegy,02,7677,Üd.,3.5,10,4,0
11730,Orfű,Baranya,Tekeresi üdülőterület,02,7677,Üd.,3.5,4,8,0
16939,Orgovány,Bács-Kiskun,Alsójárás,02,6077,Mgl.,7.0,250,160,0
16939,Orgovány,Bács-Kiskun,Felsőjárás,02,6077,Mgl.,7.0,256,158,1
16939,Orgovány,Bács-Kiskun,Központi belterület,00,6077,,,"2,563","1,145",0
16939,Orgovány,Bács-Kiskun,Nyakvágó,02,6077,Mgl.,6.0,37,32,0
16939,Orgovány,Bács-Kiskun,Tolvajos,02,6077,Mgl.,8.0,165,104,0
22497,Ormándlak,Zala,Központi belterület,00,8983,,,103,62,0
34069,Ormosbánya,Borsod-Abaúj-Zemplén,Kolostanya,02,3743,Mgl.,0.4,2,1,0
34069,Ormosbánya,Borsod-Abaúj-Zemplén,Központi belterület,00,3743,,,"1,461",637,0
23065,Orosháza,Békés,Alsósóstanyák,02,5900,Mgl.,5.0,1,1,0
23065,Orosháza,Békés,Alsótanyák,02,5900,Mgl.,3.5,42,23,0
23065,Orosháza,Békés,Belső Hosszú sor,02,5900,Mgl.,2.5,4,5,0
23065,Orosháza,Békés,Belsőmonor,02,5900,Mgl.,7.0,12,8,0
23065,Orosháza,Békés,Bónumitanyák,02,5900,Mgl.,3.0,63,35,0
23065,Orosháza,Békés,Csorvásioldal,02,5900,Mgl.,7.0,,1,0
23065,Orosháza,Békés,Eötvösitanyák,02,5900,Mgl.,9.0,3,3,0
23065,Orosháza,Békés,Északi sor,02,5900,Mgl.,4.5,14,12,0
23065,Orosháza,Békés,Felsősóstanyák,02,5900,Mgl.,6.5,41,19,0
23065,Orosháza,Békés,Felsőtanyák,02,5900,Mgl.,4.0,12,6,0
23065,Orosháza,Békés,Forgácsrészitanyák,02,5900,Mgl.,9.0,6,5,0
23065,Orosháza,Békés,Gyopárosiugarok,02,5900,Mgl.,3.5,77,51,0
23065,Orosháza,Békés,Gyökeresitanyák,02,5900,Mgl.,5.5,16,12,0
23065,Orosháza,Békés,Héthalmitanyák,02,5900,Mgl.,6.0,19,8,0
23065,Orosháza,Békés,Hosszú sori ugarok,02,5900,Mgl.,8.0,1,2,0
23065,Orosháza,Békés,Kakasszék,02,5903,Mgl.,6.5,27,17,0
23065,Orosháza,Békés,Kiscsákó,02,5931,Lh.,4.0,38,31,0
23065,Orosháza,Békés,Kiscsákótanya,02,5900,Mgl.,4.0,22,12,0
23065,Orosháza,Békés,Kisfaludy utca,02,5900,Mgl.,2.5,19,6,0
23065,Orosháza,Békés,Kishegy,02,5900,Mgl.,7.0,13,5,0
23065,Orosháza,Békés,Központi belterület,00,5900,,,"24,800","13,500",0
23065,Orosháza,Békés,Községporta,02,5900,Mgl.,2.5,8,4,0
23065,Orosháza,Békés,Külső Hosszú sor,02,5900,Mgl.,6.0,,6,0
23065,Orosháza,Békés,Külsőmonor,02,5911,Mgl.,0.0,17,14,0
23065,Orosháza,Békés,Laposiföldek,02,5900,Mgl.,3.5,,,
23065,Orosháza,Békés,Monor,02,5900,Lh.,6.0,35,20,0
23065,Orosháza,Békés,Monoriugarok,02,5900,Mgl.,8.0,76,71,1
23065,Orosháza,Békés,Orosházipuszta,02,5900,Mgl.,5.0,2,5,0
23065,Orosháza,Békés,Pusztaszenttornya,02,5900,Lh.,7.0,51,27,0
23065,Orosháza,Békés,Rákóczitelep-Újosztás,02,5900,Lh.,5.0,175,123,0
23065,Orosháza,Békés,Székácsföldek,02,5900,Mgl.,9.0,,,
23065,Orosháza,Békés,Szénásioldal,02,5900,Mgl.,9.0,,,
23065,Orosháza,Békés,Szikháttanya,02,5900,Mgl.,4.0,11,9,0
23065,Orosháza,Békés,Tatársánc,02,5900,Lh.,6.0,14,9,0
23065,Orosháza,Békés,Tatársánctanya,02,5900,Mgl.,9.0,47,28,0
23065,Orosháza,Békés,Tomcsányidűlő,02,5900,Mgl.,7.0,1,1,0
23065,Orosháza,Békés,Tóth tanyák,02,5900,Mgl.,8.0,,,
23065,Orosháza,Békés,Vásárhelyi út,02,5900,Lh.,1.5,75,32,0
23065,Orosháza,Békés,Virágosdűlő,02,5900,Mgl.,5.5,41,24,0
16595,Oroszi,Veszprém,Központi belterület,00,8458,,,127,80,0
30766,Oroszlány,Komárom-Esztergom,18. aknai szőlőhegy,02,2840,Kt.,1.3,,,
30766,Oroszlány,Komárom-Esztergom,Bokodi út,02,2840,Ipt.,1.2,20,10,1
30766,Oroszlány,Komárom-Esztergom,Duna Cipőgyár-gyártelep,02,2840,Kt.,1.8,,,
30766,Oroszlány,Komárom-Esztergom,Erdészház,02,2840,Őh.,3.7,,,
30766,Oroszlány,Komárom-Esztergom,Erdőőrház,02,2840,Őh.,5.2,,,
30766,Oroszlány,Komárom-Esztergom,Galambospuszta,02,2840,Őh.,1.2,,,
30766,Oroszlány,Komárom-Esztergom,Gátőrház,02,2840,Kt.,1.7,,,
30766,Oroszlány,Komárom-Esztergom,Gerencséritanya,02,2840,Lh.,0.0,,,
30766,Oroszlány,Komárom-Esztergom,Hamuházidűlő,02,2840,Kt.,0.9,4,1,0
30766,Oroszlány,Komárom-Esztergom,Horgásztanya,02,2840,Őh.,2.9,198,100,0
30766,Oroszlány,Komárom-Esztergom,Horváth-hegyi dűlő,02,2840,Lh.,1.5,24,8,0
30766,Oroszlány,Komárom-Esztergom,Káposztás dűlő,02,2840,Lh.,1.0,,,
30766,Oroszlány,Komárom-Esztergom,Kertészet,02,2840,Kt.,1.0,,,
30766,Oroszlány,Komárom-Esztergom,Kiss Ferenc-szálló,02,2840,Kt.,5.0,,,
30766,Oroszlány,Komárom-Esztergom,Központi belterület,00,2840,,,"17,216","7,842",3
30766,Oroszlány,Komárom-Esztergom,Labancberkidűlő,02,2840,Kt.,2.5,18,7,0
30766,Oroszlány,Komárom-Esztergom,Lőtér,02,2840,Lh.,2.5,2,1,0
30766,Oroszlány,Komárom-Esztergom,Madárhegy,02,2840,Lh.,4.0,49,22,0
30766,Oroszlány,Komárom-Esztergom,Majkidűlő,02,2840,Lh.,1.3,12,5,0
30766,Oroszlány,Komárom-Esztergom,Majkpuszta-Madárhegy,02,2840,Mgl.,1.5,16,12,0
30766,Oroszlány,Komárom-Esztergom,Malomdűlő,02,2840,Lh.,2.2,,,
30766,Oroszlány,Komárom-Esztergom,Malomkert,02,2840,Lh.,1.5,,,
30766,Oroszlány,Komárom-Esztergom,Mindszentpuszta,02,2840,Kt.,7.5,2,2,0
30766,Oroszlány,Komárom-Esztergom,Munkásőr lőtér,02,2840,Kt.,5.0,,,
30766,Oroszlány,Komárom-Esztergom,Németdűlő,02,2840,Mgl.,0.7,213,88,1
30766,Oroszlány,Komárom-Esztergom,Nyíresdűlő,02,2840,Mgl.,0.8,298,115,2
30766,Oroszlány,Komárom-Esztergom,Öregmalom,02,2840,Lh.,1.4,1,1,0
30766,Oroszlány,Komárom-Esztergom,Szélesdomb,02,2840,Mgl.,1.2,,,
30766,Oroszlány,Komárom-Esztergom,Szentgyörgyvár,02,2840,Őh.,8.0,,,
30766,Oroszlány,Komárom-Esztergom,Szépvízér,02,2840,Kt.,1.0,,,
30766,Oroszlány,Komárom-Esztergom,Szőlőhegy,02,2840,Kt.,1.0,,1,0
30766,Oroszlány,Komárom-Esztergom,Vízmű,02,2840,Üszl.,5.2,5,1,0
04482,Oroszló,Baranya,Központi belterület,00,7370,,,287,112,0
25052,Orosztony,Zala,Felsőhegy,02,8744,Kt.,1.0,,,
25052,Orosztony,Zala,Központi belterület,00,8744,,,363,218,0
25052,Orosztony,Zala,Tsz-központ,02,8744,Mgl.,0.5,,,
04950,Ortaháza,Zala,Központi belterület,00,8954,,,91,52,0
15121,Osli,Győr-Moson-Sopron,Központi belterület,00,9354,,,886,391,0
15121,Osli,Győr-Moson-Sopron,Külterület,02,9183,Mgl.,5.8,,,
32629,Ostffyasszonyfa,Vas,Központi belterület,00,9512,,,746,371,0
32629,Ostffyasszonyfa,Vas,Ragyogó,02,9512,Mgl.,3.0,5,2,0
32629,Ostffyasszonyfa,Vas,Téglaszín,02,9512,Mgl.,1.0,,,
27216,Ostoros,Heves,Központi belterület,00,3326,,,"2,911","1,113",0
27216,Ostoros,Heves,Külterület,02,3326,Kt.,1.0,,,
27216,Ostoros,Heves,Szelelőpart,02,3326,Kt.,1.0,3,2,0
07667,Oszkó,Vas,Katonák útja,02,9825,Lh.,2.8,2,1,0
07667,Oszkó,Vas,Központi belterület,00,9825,,,582,296,0
02866,Oszlár,Borsod-Abaúj-Zemplén,Központi belterület,00,3591,,,315,180,0
19770,Osztopán,Somogy,Jolánkapuszta,02,7444,Lh.,5.0,,1,0
19770,Osztopán,Somogy,Központi belterület,00,7444,,,743,325,0
19770,Osztopán,Somogy,Móricz Zsigmond-telep,02,7444,Lh.,3.5,3,5,0
19770,Osztopán,Somogy,Viszakpuszta,02,7444,Mgl.,4.0,5,2,0
14492,Ózd,Borsod-Abaúj-Zemplén,Bánszállás,01,3604,,8.5,329,90,0
14492,Ózd,Borsod-Abaúj-Zemplén,Bibenvölgy,02,3600,Mgl.,2.5,1,1,0
14492,Ózd,Borsod-Abaúj-Zemplén,Center,01,3651,,9.6,241,100,0
14492,Ózd,Borsod-Abaúj-Zemplén,Jánossza,02,3600,Őh.,6.0,,,
14492,Ózd,Borsod-Abaúj-Zemplén,Kiskapud,02,3600,Mgl.,7.5,2,2,0
14492,Ózd,Borsod-Abaúj-Zemplén,Kis-Uraj kertek,02,3621,Mgl.,3.7,1,6,0
14492,Ózd,Borsod-Abaúj-Zemplén,Központi belterület,00,3600,,,"30,214","13,991",1
14492,Ózd,Borsod-Abaúj-Zemplén,Ladánytelep,02,3600,Lh.,9.0,,1,0
14492,Ózd,Borsod-Abaúj-Zemplén,Susa,01,3621,,9.6,225,71,0
14492,Ózd,Borsod-Abaúj-Zemplén,Völgyfőtanya,02,3661,Mgl.,7.5,9,14,0
18661,Ózdfalu,Baranya,Központi belterület,00,7836,,,138,60,0
18953,Ozmánbük,Zala,Központi belterület,00,8998,,,172,79,0
18953,Ozmánbük,Zala,Márkus,01,8998,,3.0,15,12,0
05661,Ozora,Tolna,Döbröntepuszta,02,7086,Mgl.,5.2,,,
05661,Ozora,Tolna,Döbrönteszőlőhegy,01,7086,,4.2,3,8,0
05661,Ozora,Tolna,Égettházpuszta,02,7086,Lh.,3.0,,,
05661,Ozora,Tolna,Erdészlak,02,7086,Őh.,3.0,,,
05661,Ozora,Tolna,Központi belterület,00,7086,,,"1,503",705,0
05661,Ozora,Tolna,Kulapuszta,02,7086,Lh.,0.3,4,6,0
28112,Öcs,Veszprém,Központi belterület,00,8292,,,200,88,0
08961,Őcsény,Tolna,Állami Gazdaság,02,7143,Mgl.,1.4,9,3,0
08961,Őcsény,Tolna,Annamajor,02,7100,Lh.,3.5,6,5,0
08961,Őcsény,Tolna,Baksatóidűlő,02,7143,Mgl.,5.0,,,
08961,Őcsény,Tolna,Bátamező,02,7143,Mgl.,1.2,,1,0
08961,Őcsény,Tolna,Borrév,02,7143,Mgl.,7.0,,,
08961,Őcsény,Tolna,Dobornyailegelőszél,02,7143,Mgl.,7.0,,,
08961,Őcsény,Tolna,Eszteriszállás,02,7100,Mgl.,3.0,,1,0
08961,Őcsény,Tolna,Gábormajor,02,7100,Mgl.,1.4,,2,0
08961,Őcsény,Tolna,Gemenc,02,7100,Őh.,8.0,2,2,0
08961,Őcsény,Tolna,Központi belterület,00,7143,,,"2,139",895,0
08961,Őcsény,Tolna,Mágyva,02,7100,Kt.,1.0,3,1,0
08961,Őcsény,Tolna,Oltovány,02,7143,Mgl.,1.0,6,2,0
08961,Őcsény,Tolna,Őcsény Vasútállomás őrház,02,7143,Forg.,1.4,2,1,0
08961,Őcsény,Tolna,Reptér,02,7143,Üszl.,0.5,,,
08961,Őcsény,Tolna,Soványtelek,02,7100,Mgl.,6.5,3,2,0
08961,Őcsény,Tolna,Szénáskert,02,7143,Mgl.,3.0,,,
28006,Öcsöd,Jász-Nagykun-Szolnok,I. körzet,02,5451,Lh.,3.0,7,7,0
28006,Öcsöd,Jász-Nagykun-Szolnok,II. körzet,02,5451,Lh.,3.0,6,4,0
28006,Öcsöd,Jász-Nagykun-Szolnok,III. körzet,02,5451,Lh.,2.0,24,33,0
28006,Öcsöd,Jász-Nagykun-Szolnok,IV. körzet,02,5451,Lh.,2.0,21,17,0
28006,Öcsöd,Jász-Nagykun-Szolnok,Központi belterület,00,5451,,,"2,953","1,538",0
28006,Öcsöd,Jász-Nagykun-Szolnok,V. körzet,02,5451,Lh.,2.0,3,6,0
28006,Öcsöd,Jász-Nagykun-Szolnok,VI. körzet,02,5451,Lh.,4.0,6,11,0
31769,Ököritófülpös,Szabolcs-Szatmár-Bereg,Központi belterület,00,4755,,,"1,707",613,0
12043,Ölbő,Vas,Kisölbő,01,9621,,0.8,14,10,0
12043,Ölbő,Vas,Központi belterület,00,9621,,,668,291,0
12043,Ölbő,Vas,Muthház,02,9621,Lh.,3.3,,,
12043,Ölbő,Vas,Tegetmajor,02,9621,Lh.,3.4,1,2,0
12043,Ölbő,Vas,Vasútállomás,02,9621,Forg.,2.8,2,1,0
26550,Ömböly,Szabolcs-Szatmár-Bereg,Kisömböly,02,4373,Mgl.,3.2,4,4,0
26550,Ömböly,Szabolcs-Szatmár-Bereg,Központi belterület,00,4373,,,308,184,0
26550,Ömböly,Szabolcs-Szatmár-Bereg,Szénási erdőőrház,02,4373,Őh.,2.8,,,
09025,Őr,Szabolcs-Szatmár-Bereg,Központi belterület,00,4336,,,"1,376",536,0
09025,Őr,Szabolcs-Szatmár-Bereg,Külterület,02,4336,Lh.,1.5,,,
08545,Őrbottyán,Pest,Felsőtecze,02,2162,Mgl.,3.0,,,
08545,Őrbottyán,Pest,Hársföldek,02,2162,Mgl.,4.0,,,
08545,Őrbottyán,Pest,Hosszúföldek,02,2162,Mgl.,3.0,13,4,0
08545,Őrbottyán,Pest,Központi belterület,00,2162,,,"7,153","2,529",0
08545,Őrbottyán,Pest,Külterület,02,2162,Mgl.,1.5,"1,019",432,1
08545,Őrbottyán,Pest,Kvassaytelep,02,2162,Lh.,1.0,207,30,0
08679,Öregcsertő,Bács-Kiskun,Csorna,02,6311,Lh.,4.8,87,48,0
08679,Öregcsertő,Bács-Kiskun,Központi belterület,00,6311,,,595,332,0
08679,Öregcsertő,Bács-Kiskun,Öregcsertőitanyák,02,6311,Lh.,8.0,3,3,0
07056,Öreglak,Somogy,Barátihegy,02,8698,Mgl.,5.0,265,77,0
07056,Öreglak,Somogy,Buzsák vasútállomás,02,8695,Forg.,4.0,,,
07056,Öreglak,Somogy,Ciframalom,02,8697,Mgl.,4.0,1,1,0
07056,Öreglak,Somogy,Központi belterület,00,8697,,,"1,148",421,0
07056,Öreglak,Somogy,Nagyhegy,02,8697,Mgl.,2.0,43,19,0
07056,Öreglak,Somogy,Vasadhegy,02,8697,Ipt.,3.0,60,27,0
07056,Öreglak,Somogy,Vasadmajor,02,8697,Mgl.,2.0,7,3,0
03249,Őrhalom,Nógrád,Központi belterület,00,2671,,,"1,021",392,0
03249,Őrhalom,Nógrád,Máriamajor,02,2671,Lh.,2.0,9,3,0
13453,Őrimagyarósd,Vas,Központi belterület,00,9933,,,221,127,0
10630,Őriszentpéter,Vas,Egyéb belterület,01,9941,,0.8,,,
10630,Őriszentpéter,Vas,Keserűszer,01,9941,,2.0,17,15,0
10630,Őriszentpéter,Vas,Központi belterület,00,9941,,,"1,066",499,0
05281,Örkény,Pest,Bikahegy,02,2377,Lh.,4.0,40,12,1
05281,Örkény,Pest,Hosszúföld,02,2377,Lh.,0.8,,,
05281,Örkény,Pest,Ilonamajor,02,2377,Mgl.,1.0,8,5,0
05281,Örkény,Pest,Istvánmajor,02,2377,Lh.,4.0,7,3,0
05281,Örkény,Pest,Járások,02,2377,Lh.,2.0,3,1,0
